TEL,NAME,URL,ADDRESS1,ADDRESS2,CITY,ZIP
(212) 744-2300,Berry-Hill Galleries Inc,http://www.berry-hill.com/home.html,11 E 70th St,,New York,10021
(212) 583-9798,Beverly Sacks Fine Art,http://sacksfineart.com/,229 E 60th St,,New York,10022
(212) 622-7350,Beyond the Wall,http://shop.beyondthewall.com/,529 5th Ave,Fl 7,New York,10017
(917) 771-8537,BICYCLE PAINTINGS.COM,http://www.bicyclepaintings.com/,106 Ridge Street,,New York,10002
(212) 982-6210,Big Cat Gallery,http://www.tonyfitzpatrick.com/big_cat_gallery.htm,154 Orchard Street,,New York,10002
(212) 219-0959,Bill Bace Gallery,http://www.yellowbot.com/bill-bace-gallery-new-york-ny.html,39 Wooster St,,New York,10013
(212) 333-2640,Bill Hodges Gallery,http://www.billhodgesgallery.com/,24 W 57th St,,New York,10019
(212) 366-6939,Bitforms,http://www.bitforms.com/index.php,529 W 20th St,,New York,10011
(718) 658-9203,Black & Black Art Gallery,http://www.yelp.com/search?find_loc=Jamaica%2C+Queens%2C+NY&cflt=galleries,9215 Merrick Blvd,,Jamaica,11433
(718) 599-8775,Black & White Gallery Inc,http://www.blackandwhiteartgallery.com/,483 Driggs Ave,,Brooklyn,11211
(212) 533-1730,Bleier Milton A Corp,http://miltonbleier.com/,386 Park Ave,,New York,10016
(646) 486-4730,Blue Mountain Gallery Inc,http://www.bluemountaingallery.org,530 W 25th St,,New York,10001
(212) 343-0441,Blum Peter-Blum Arts,http://peterblumgallery.com/exhibitions,99 Wooster St,,New York,10012
(212) 734-3222,Blumka Gallery,http://www.blumkagallery.com/,209 E 72nd St,,New York,10021
(212) 388-0078,Bodanna Inc,http://www.merchantcircle.com/business/Bodanna.Inc.New.York.NY.212-388-0078,123 E 7th St,,New York,10009
(212) 420-1263,Bolivar Arellano Gallery,http://www.bolivararellanogallery.com/,420 E 9th St,,New York,10009
(212) 414-4144,Bonakdar Jancou Gallery,http://www.tanyabonakdargallery.com/,521 W 21st St,,New York,10011
(212) 431-0166,BORDEN JANET INC,http://www.janetbordeninc.com/current/,560 BROADWAY,,New York,10012
(212) 989-7074,Bose Pacia Modern,http://www.bosepacia.com/,508 W 26th St,,New York,10001
(212) 463-7348,Bound and Unbound,http://oneartworld.com/Bound+_26+Unbound.html,601 W. 26th St,12th Fl.,New York,10001
(646) 230-6655,Bowery Gallery,http://www.bowerygallery.org/,530 W 25th St,,New York,10001
(212) 463-7166,Brenda Taylor Gallery,http://www.brendataylorgallery.com/,511 W. 25th Street,#401,New York,10001
(212) 674-3650,Bridgewater Gallery of Fine Arts Inc,http://www.bwfinearts.com/,176 East 3rd Street,Suite 5G,New York,10009
(718) 589-5819,Bronx River Art Center,http://www.bronxriverart.org/,1087 East Tremont Ave,,Bronx,10460
(212) 925-4338,Brooke Alexander Gallery,http://www.baeditions.com/,59 Wooster St.,,New York,10012
(718) 832-0018,Brooklyn Arts Exchange,http://bax.org/,421 Fifth Ave.,,Brooklyn,11215
(718) 456-7570,Brooklyn Fireproof,http://www.brooklynfireproof.com/,119 Ingraham St,(at Porter Ave),Brooklyn,11237
(212) 226-6085,Broome Street Gallery the,http://www.anny.org/2/gallery.html,498 Broome St,,New York,10013
(212) 595-6651,Bruce Palmer Galleries,http://www.askart.com/AskART/lists/dealersummary.aspx?searchtype=dealer&company=43159,180 Riverside Drive,#6E,New York,10024
(212) 627-3930,Bruce Silverstein Gallery,http://www.brucesilverstein.com/,504 W. 22nd St.,,New York,10011
(212) 980-1640,Bruton Gallery Inc,http://www.brutongallery.co.uk/,40 E 61st St,Apt 12A,New York,10021
(212) 473-8800,Buzzco Assoc Inc,http://www.buzzzco.com/,33 Bleecker St,,New York,10012
(212) 861-0020,C & M Arts,http://ny.serviceslisted.com/1655047-CMArts.htm,45 E. 78th St.,,New York,10021
(212) 924-4161,Caelum Gallery,http://www.caelumgallery.com/,526 W 26th St,,New York,10001
(212) 387-0208,Caldwell Snyder Gallery,http://www.merchantcircle.com/business/Caldwell.Snyder.Gallery.212-387-0208,451 W Broadway,,New York,10012
(212) 219-2500,Candyland Films,http://www.nyc.com/arts__attractions/candyland_films.209/editorial_review.aspx,446 Broadway,,New York,10013
(212) 772-7160,Caravan International Co,http://www.nyc.com/arts__attractions/caravan_international_co.451/map_location.aspx,210 E 86th St,,New York,10028
(212) 944-1566,Carboni Inc,http://www.yellowspinny.com/carboni+inc/bus-91954/,2 W 45th St,Ste 1702,New York,10036
(212) 334-7993,Carley Ann M Atty,http://www.nyc.com/arts__attractions/carley_ann_m_atty.200/editorial_review.aspx,73 Spring St,,New York,10012
(212) 759-7600,Carlton Rochell,http://www.carltonrochell.com/,41 E 57th St,,New York,10022
(212) 307-7240,Carnegie Frame Inc,http://carnegieframing.com/,160 W 55th St,,New York,10019
(718) 793-4714,Cartoon Gallery,http://local.botw.org/New_York/Forest_Hills/Cartoon_Gallery/2547832.html,7028 Austin St,,Forest Hills,11375
(212) 223-4666,Cartoonews Gallery,http://local.botw.org/New_York/New_York/Cartoonews_Gallery/85838758.html,721 5th Ave,,New York,10022
(212) 534-1847,Casa Linda Galleries Inc,http://m.nyc.com/arts__attractions/casa_linda_galleries_inc.774/map_location.aspx,300 E 95th St,,New York,10128
(212) 645-7335,Casey M Kaplan Inc,http://www.caseykaplangallery.com/,416 W 14th St,,New York,10014
(212) 627-9344,Catherine Conway Inc,http://66.111.11.24/arts__attractions/catherine_conway_inc.161/street_view.aspx,112 W 13th St,,New York,10011
(212) 947-1031,Cavaliero Fine Arts,http://www.cavalierofinearts.com/,242 W 36th St,,New York,10018
(212) 226-3768,Cavin-Morris,http://www.cavinmorris.com/,560 Broadway,Ste.405B,New York,10012
(212) 772-9555,Cds Gallery,http://www.artnet.com/gallery/112614/cds-gallery.html,74 E 79th St,,New York,10075
(718) 482-7624,Celtic Art,http://local.botw.org/New_York/Long_Island_City/Celtic_Art/2642342.html,2415 Jackson Ave,,Long Island City,11101
(212) 367-7072,Century Artists Inc,http://www.newcenturyartists.org/,530 W 25th St,,New York,10001
(212) 947-6100,Ceres Gallery,http://www.ceresgallery.org/,547 W 27th St,,New York,10001
(212) 226-4725,Ceres Gallery,http://www.barnard.edu/bcrw/guide/CD/CeresGal.htm,584 Broadway,,New York,10012
(212) 966-3864,Cfm Gallery,http://www.cfmgallery.com/,112 Greene St,,New York,10012
(212) 414-2673,Chappell Gallery,http://www.chappellgallery.com/,526 W 26th St,,New York,10001
(212) 567-5223,Chat Noir Design,http://www.yelp.com/biz/chat-noir-design-new-york,295 Bennett Ave,Apt 3A,New York,10040
(212) 242-7727,Cheim & Read,http://www.cheimread.com/,547 W 25th St,,New York,10001
(212) 243-2430,Chelsea Ceramic Guild,http://www.chelseaceramic.com/,233 W 19th St,,New York,10011
(212) 588-1198,China 2000,http://newyork.jadynave.com/view/comid/27328378/where/New+York-NY/comname/China-2000,5 E 57th St,,New York,10022
(212) 472-9800,China 2000 Fine Arts,http://www.china2000fineart.com/,434A East 75th Street,,New York,10021
(212) 219-2828,Chinatown Frame & Art Inc,http://local.botw.org/New_York/New_York/Chinatown_Frame_and_Art_Inc/157823519.html,40 Elizabeth St,,New York,10013
(212) 255-0377,Chinoh Art Gallery,http://web2.userinstinct.com/30816040-chinoh-art-gallery.htm,69 5th Ave,,New York,10003
(212) 352-0202,Chowder Inc,http://www.chowderinc.com/,15 W 18th St,,New York,10011
(212) 358-0577,Christiane Nienaber Contemporary Art,http://www.rateitall.com/i-409436-christiane-nienaber-contemporary-art.aspx,191 Chrystie St,,New York,10002
(212) 462-2668,Christine Burgin Gallery,http://www.christineburgin.com/,243 W 18th St,,New York,10011
(212) 966-3464,Cinque Gallery,http://www.nyc-arts.org/organizations/view/id/125,560 BROADWAY,,New York,10012
(212) 929-5949,Claire Oliver Fine Arts Inc,http://www.claireoliver.com/,513 West 26th Street,,New York,10001
(646) 230-0020,Clampart,http://www.nileguide.com/destination/florence/things-to-do/clampart/385759,531 W 25th St,,New York,10001
(212) 243-5937,Clementine Gallery,http://www.clementine-gallery.com/,623 W 27th St,,New York,10001
(718) 857-0074,Clinton Hill Simply Art & Framing,http://clintonhillframe.blogspot.com/,583 Myrtle Ave,,Brooklyn,11205
(212) 334-0407,Coda Gallery,http://www.codagallery.com,472 Broome St,,New York,10013
(212) 333-7760,Cole Sylvan Gallery,http://www.merchantcircle.com/business/Cole.Sylvan.Gallery.212-333-7760,101 W 57th St,,New York,10019
(718) 982-2000,College of Staten Island - Center for the Arts,http://www.cfashows.com/,2800 Victory Blvd.,,Staten Island,10314
(212) 854-7288,Columbia University - Miriam and Ira D.Wallach Art Gallery,http://www.columbia.edu/cu/wallach/,1190 Amsterdam Ave,Schermerhorn Hall,New York,10025
(212) 875-1678,Columbus Art Gallery Inc,http://columbusartgallery.net/home%201.html,588 Columbus Ave,,New York,10024
(212) 489-6694,Columbus Circle Gallery,http://www.yelp.com/biz/columbus-circle-gallery-new-york,1800 Broadway,,New York,10019
(212) 517-7648,Commerce Graphics Ltd Inc,http://www.commercegraphics.com/,504 E 74th St,,New York,10021
(212) 620-3122,Common Ground,http://artguide.net/jfk/data/g114640.htm,55 W 16th St,,New York,10011
(212) 517-3710,Conner Rosenkranz,http://www.crsculpture.com/,19 E 74th St,,New York,10021
(212) 749-8848,Contemporary African Art,http://www.contempafricanart.com/,330 W 108th St,,New York,10025
(212) 929-2262,Contemporary art gallery in Chelsea. Wooster Gardens,http://www.nyc.com/arts__attractions/wooster_gardens.157/editorial_review.aspx,558 Broadway,,New York,10012
(212) 737-3550,Cook Fine Art,http://www.cookfineart.net/,1063 Madison Ave,,New York,10028
(212) 674-1024,Coploff Gallery,http://www.artincontext.org/gallery/gallery_main.aspx?id=974,526 W. 26th Street,,New York,10001
(212) 988-8857,Cordier & Ekstrom Inc,http://66.111.11.24/arts__attractions/coploff_gallery.1580/editorial_review.aspx,417 E 75th St,,New York,10021
(646) 497-3744,"Corning Gallery at Steuben, The",http://www.cmog.org/dynamic.aspx?id=1670,667 Madison Ave.,,New York,10017
(212) 925-3500,Cowles Charles Gallery Inc,http://www.cowlesgallery.com/,537 W 24th St,,New York,10011
(212) 727-7119,Creative Art USA Inc,http://www.nyc.com/arts__attractions/creative_art_usa_inc.776/editorial_review.aspx,30 Vandam St,,New York,10013
(212) 229-2766,Crg Art Gallery,http://www.crggallery.com/,535 W 22nd St,,New York,10011
(212) 490-2337,Criswick Assoc,http://www.hotfrog.com/Companies/Criswick-Assoc_8029757,325 E 41st St,Apt 1108,New York,10017
(212) 757-8255,Crown Art Gallery Inc,http://www.manta.com/coms2/dnbcompany_9bq07c,1609 Broadway,,New York,10019
(212) 725-5668,Crystal Art Gallery,http://www.nyc.com/arts__attractions/crystal_art_gallery.693/editorial_review.aspx,230 5th Ave,,New York,10001
(212) 242-0559,Cuban Art Space,http://www.cubanartspace.net/gallery/index.php,231 West 29th Street,4 Fl,New York,10001
(212) 598-4124,Cuchifritos,http://www.aai-nyc.org/cuchifritos/titlepage.html,120 Essex St,,New York,10002
(212) 226-8921,Culture Art Gallery Llc,http://hi.nelso.in/us/place/51090/,415 W Broadway,,New York,10012
(212) 427-2220,Culture Crossing Inc,http://www.city-data.com/businesses/672748084-culture-crossing-inc-new-york-ny.html,40 E 94th St,Apt 29D,New York,10128
(212) 463-0586,Curatorial Art Advisory Service,http://www.nyc.com/arts__attractions/curatorial_art_advisory_service.1721/editorial_review.aspx,5 E 16th St,,New York,10003
(212) 274-0272,Cypher Editions,http://www.nyc.com/arts__attractions/cypher_editions.962/editorial_review.aspx,22 Wooster St,Apt 5,New York,10013
(646) 422-3399,Czech Center,http://www.czechcenter.com/,321 E 73rd St,,New York,10021
(212) 219-2344,Dactyl Foundation for the Arts,http://www.dactyl.org/,64 Grand St.,,New York,10013
(212) 230-1680,Dai Ichi Arts,http://www.daiichiarts.com/,249 E 48th St,,New York,10017
(212) 717-6600,Dalva Brothers Inc,http://www.dalvabrothers.com/,52 East 77th Street,,New York,10075
(212) 352-9460,D'amelio-Terras,http://www.damelioterras.com/home.html?dt=1,525 W 22nd St,,New York,10011
(212) 226-6361,Damp Frog Productions Inc,http://www.merchantcircle.com/business/Damp.Frog.Productions.Inc.New.York.NY.212-226-6361,1 Orchard St,,New York,10002
(212) 223-2227,Danese,http://www.danesegallery.com/Main/Introduction.html,535 W 24th St,,New York,10011
(212) 206-6566,Danette Koke Fine Art,http://danettekokefineart.com/,55 Bethune St,# 318-C,New York,10014
(617) 728-4477,Daniel H Roberts Studio,http://www.danielroberts.com/phpwcms/index.php,9 Desbrosses Street,,New York,10013
(212) 426-0079,David Killen Fine Arts,http://www.city-data.com/businesses/579455585-david-killen-fine-arts-new-york-ny.html,1641 3rd Ave,,New York,10128
(212) 925-6190,David Nolan New York,http://www.davidnolangallery.com/,527 W 29th St,,New York,10001
(212) 838-0333,Davis Leron Galries,http://www.yelp.com/biz/davis-leron-galries-new-york,746 Madison Ave,,New York,10021
(212) 247-2111,DC Moore Gallery,http://www.dcmooregallery.com/,724 5th Ave,,New York,10019
(212) 255-5511,Dca Gallery,http://ny.serviceslisted.com/1654364-DCAGallery.htm,525 W 22nd St,,New York,10011
(212) 262-5050,De Nagy Tibor Art Gallery,http://www.tibordenagy.com/,724 5th Ave,,New York,10019
(212) 831-0402,Dean Andree M,http://m.nyc.com/arts__attractions/dean_andree_m.555/map_location.aspx,1035 Park Ave,,New York,10028
(212) 643-2070,Debs & Co,http://www.debsandco.com/jacir_times.html,531 W 26th St,,New York,10001
(212) 431-6025,Greer Gallery Inc,http://www.merchantcircle.com/business/Greer.Gallery.Inc.212-431-6025,81 Wooster St,,New York,10012
(212) 564-7662,Grimm Jay Gallery,http://www.jaygrimm.com/,505 W 28th St,,New York,10001
(212) 242-5767,Guggenheim Asher Assocs Inc,http://web2.userinstinct.com/30816383-guggenheim-asher-associates-inc.htm,138 W 13th St,,New York,10011
(212) 772-3888,Guggenheim Asher Assocs Inc,http://ny.serviceslisted.com/1654994-GuggenheimAsherAssociatesInc.htm,138 W 13th St,,New York,10011
(212) 888-2134,Guy Regal Ltd,http://guyregalltd.1stdibs.com/store/furniture_search.php?FRID=lWqTYm5qlZiY,223 E 60th St,,New York,10022
(212) 772-2266,Hall & Knight U S A Ltd,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Hall-Knight-USA-LTD-l496249.html,21 E 67th St,,New York,10021
(212) 644-4400,Hammer Galleries,http://www.hammergalleries.com/html/home.asp,33 W 57th St,,New York,10019
(212) 344-4406,Hanover Sq Gallery,http://www.artnet.com/gallery/116829/hanover-square-gallery.html,202 Park Place,,Brooklyn,11238
(212) 772-3380,Harari & Johns Inc,http://local.yahoo.com/info-11138048-harari-john-s-new-york,63 E 82nd St,,New York,10028
(212) 925-5421,Harlan & Weaver Intaglio,http://www.harlanandweaver.com/about.htm,83 Canal St,,New York,10002
(212) 831-5333,Harlem Art Gallery,http://wap.outalot.com/listings/286483-Harlem-Art-Gallery,86 W 119th St,,New York,10026
(212) 772-1950,Hazlitt Gooden & Fox,http://www.hazlittgoodenandfox.com/,17 E 76th St,,New York,10021
(718) 384-6773,Healing Arts,http://www.nyc.com/arts__attractions/healing_arts.1604/editorial_review.aspx,135 Wythe Ave.,,Brooklyn,11211
(212) 787-1759,Heilman Phillip Douglas,http://philipdouglasfineart.com,1336 Dekalb Ave,,Brooklyn,11221
(212) 414-4014,Heller Gallery,http://www.hellergallery.com/index.php,420 W. 14th St.,,New York,10014
(212) 879-2075,Helly Nahmad Gallery Inc,http://www.hellynahmadgallery.com/,975 Madison Ave,,New York,10021
(212) 838-3650,Hemingway African Gallery,http://www.hemingwaygallery.com/,1050 2nd Ave,,New York,10022
(917) 305-0003,Henoch Gallery,http://www.galleryhenoch.com/,555 W 25th St,,New York,10001
(212) 535-8810,Hirschl & Adler Galleries,http://www.hirschlandadler.com/,21 E. 70th St.,,New York,10021
(212) 593-4528,Historical Design Collection Inc,http://web2.userinstinct.com/30816408-historical-design-collection-inc.htm,306 E 61st St,,New York,10021
(212) 772-2227,Hochman Irena Fine Art Ltd,http://www.artinfo.com/galleryguide/19384/5933/irena-hochman-fine-art-ltd/visit/,1100 Madison Ave,Ph,New York,10028
(212) 996-6339,HOFFELD JEFFREY & CO,http://www.nyc.com/arts__attractions/hoffeld_jeffrey__co.469/map_location.aspx,360 E 88TH ST,,New York,10128
(212) 545-9155,Holmberg I,http://local.yahoo.com/info-11081229-irmeli-holmberg-gallery-new-york,280 Madison Ave,,New York,10016
(212) 477-4086,Honda Fine Art,http://www.yellowbot.com/honda-fine-art-new-york-ny.html,55 Great Jones St,,New York,10012
(212) 628-3199,Hoorn-Ashby Gallery,http://www.hoornashby.com/,766 Madison Ave,,New York,10021
(212) 517-9410,Horan Vivian Fine Art,http://www.vivianhoran.com/,35 E 67th St,,New York,10021
(212) 688-8729,Horus Art Enterprises,http://www.nyc.com/arts__attractions/horus_art_enterprises.355/whats_nearby.aspx,200 E 65th St,,New York,10021
(212) 334-0010,Howard Greenberg Gallery,http://www.howardgreenberg.com/,41 E 57th St,,New York,10022
(917) 339-0620,Howard Nowes Ancient Art,http://www.howardnowes.com/,1220 Broadway,,New York,10001
(212) 472-5171,Howard Scott Gallery,http://www.howardscottgallery.com/,303 East 81st Street,,New York,10028
(212) 628-2922,Hubert Gallery,http://www.hubertgallery.com/,1046 Madison Ave,,New York,10075
(212) 535-9723,Hubert Gallery North,http://www.nyc.com/arts__attractions/hubert_gallery_north.674/editorial_review.aspx,1046 Madison Ave,,New York,10021
(718) 222-9519,Hut Gallery the,http://home.vicnet.net.au/~thehut/,84 Hoyt St,,Brooklyn,11201
(212) 751-7373,Hutton Leonard Galleries,http://www.leonardhuttongalleries.com/,41 E 57th St,,New York,10022
(212) 751-7373,Hutton Leonard Galleries Facs,http://www.leonardhuttongalleries.com/,41 E 57th St,,New York,10022
(212) 288-3400,Hw Gerst,http://www.localartdealers.com/New-York/Hw-Gerst-12176.html,955 5th Ave,,New York,10021
(212) 627-4649,I & L Image Corp,http://local.botw.org/New_York/New_York/I_and_L_Image_Corp/6719000.html,529 W 20th St,,New York,10011
(212) 647-9111,I C Editions,http://www.iceditions.com/,522 West 24 Street,,New York,10011
(212) 925-6704,I Perry,http://www.nyc.com/arts__attractions/i_perry.969/editorial_review.aspx,481 Washington St,,New York,10013
(212) 966-9444,Illustration House Inc,http://www.illustration-house.com/,110 W 25th St,,New York,10001
(212) 219-8484,Images Corporate Art Services,http://newyorkny.zemantics.com/business/images-corporate-art-services,400 E 56th St,,New York,10022
(646) 613-9383,Incredibleart.Com Inc,http://www.upspring.com/incredibleartcom-inc-new-york-ny.html,25 Mercer St,,New York,10013
(212) 769-9374,Indians On Columbus,http://www.nyc.com/arts__attractions/indians_on_columbus.947/map_location.aspx,452 Columbus Ave,,New York,10024
(212) 645-6880,Infinity Fine Arts Inc,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Infinity-Fine-Arts-Inc-l496199.html,511 W 25th St,,New York,10001
(212) 368-4941,Inner City Art Gallery Inc,http://outside.in/harlem-manhattan-ny/inner-city-art-gallery-inc,2251 Adam Clayton Powell Jr Blvd,,New York,10027
(212) 367-8844,Innovative Art Gallery Inc,http://www.nyc.com/arts__attractions/innovative_art_gallery_inc.804/editorial_review.aspx,154 W 14th St,,New York,10011
(212) 647-1811,Inter Art Gallery,http://www.interartny.com/,225 10th Ave,,New York,10011
(212) 989-5090,International Print Center New York,http://www.ipcny.org/,526 W 26th St,,New York,10001
(917) 202-2527,Irit Baniel Studio,http://iritbaniel.com/index.php,582 DRIGGS AVENUE,,Brooklyn,11211
(212) 925-1649,Ise Art Foundation,http://iseny.org/usr_helio1/index.php,555 Broadway,,New York,10012
(212) 472-1766,Isselbacher Gallery Inc,http://www.isselbacherart.com/,64 E 86th St,,New York,10028
(212) 462-4646,J Cacciola Galleries,http://www.jcacciolagallery.com/,617 W 27th St,,New York,10001
(212) 247-4708,J M Art Gallery,http://www.artincontext.org,1760 Broadway,,New York,10019
(212) 977-6190,Jadite Galleries,http://jadite.com/,413 W 50th St,,New York,10019
(212) 969-9660,Jain Marunouchi Gallery,http://www.artin2000.com/,24 W 57th St,,New York,10019
(212) 714-9500,James Cohan Gallery,http://www.jamescohan.com/,533 W 26th St,,New York,10001
(212) 535-5767,James Graham & Sons Gallery,http://www.jamesgrahamandsons.com/,1014 Madison Ave,,New York,10021
(212) 825-2059,Jane St Lifer Fine Art Inc,http://www.linkedin.com/in/stliferart,140 Riverside Blvd,,New York,10069
(212) 472-5679,Janoray Charles Llc,http://www.manta.com/coms2/dnbcompany_c3pst0,11 E 76th St,,New York,10021
(212)222-4688,Japanese Art Dealers Assoc of Ny,http://www.jada-ny.org/contact.html,17 East 76th Street,3rd Fl.,New York,10021
(212) 242-5505,Jbpa Llc,http://www.nyc.com/arts__attractions/jbpa_llc.789/whats_nearby.aspx,65 W 13th St,,New York,10011
(212) 966-7119,Jeff Lewis Studio,http://www.nyc.com/arts__attractions/jeff_lewis_studio.684566/editorial_review.aspx,9 Desbrosses Street,,New York,10013
(212) 741-1149,Jeffrey Coploff Fine Art Ltd,http://www.artincontext.org,508 W 26th St,,New York,10001
(212) 873-3993,Jimmy's Art Gallery,http://www.speendex.com/New-York/New-York-City/Home-Garden/General/Jimmy-s-Art-Gallery-l461896.html,166 W 72nd St,,New York,10023
(212) 427-4900,Joan Peck Limited Art Gallery,http://www.nyc.com/arts__attractions/joan_peck_limited_art_gallery.811/whats_nearby.aspx,1 W 67th St,,New York,10023
(212) 397-9700,Joan Whalen Fine Art,http://www.artnet.com/jwhalen.html,24 W. 57th St.,#507,New York,10019
(212) 462-2600,John Elder Gallery,http://www.artinfo.com/galleryguide/12415/910/john-elder-gallery-new-york/visit/,529 W 20th St,,New York,10011
(212) 505-3702,Landy Fine Art,http://lohoguide.com/~lohoguid/app/site/landyfineart/index.php,264 E Broadway,,New York,10002
(212) 219-0395,John McEnroe Gallery,http://www.tripadvisor.com/Attraction_Review-g60763-d548700-Reviews-John_McEnroe_Gallery-New_York_City_New_York.html,41 Greene St.,,New York,10013
(212) 352-0070,John Stevenson Gallery,http://www.johnstevenson-gallery.com/,338 W 23rd St,,New York,10011
(212) 925-2723,Jonathan Shorr Gallery,http://www.jonathanshorrgallery.com/,109 Crosby St,,New York,10012
(718) 375-4600,Judaica Illuminations,http://www.judaicailluminations.com/,1664 Coney Island Ave,,Brooklyn,11230
(212) 717-5959,Julie Artisans Gallery,http://www.julieartisans.com/,762 Madison Ave,,New York,10065
(212) 627-2410,Julie Saul Gallery,http://www.saulgallery.com/,535 W 22nd St,,New York,10011
(212) 925-7951,JUNE BATEMAN FINE  GALLERY,http://www.junebateman.com/,1133 BROADWAY,,New York,10010
(212) 219-9918,K S Art,http://www.ksartonline.com/gallery.html,73 Leonard St,,New York,10013
(212) 861-3682,Kahan Fine Art Galleries Ltd,http://local.yahoo.com/info-11111359-kahan-fine-art-galleries-limited-new-york?csz=Bloomfield%2C+NJ+07003,422 E 72nd St,,New York,10021
(212) 288-5698,Kaller-Kimche R Inc,http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=49,23 E 74th St,Apt 8E,New York,10021
(212) 734-1490,Kang Byung,http://www.kangcollection.com/,9 E 82nd St,,New York,10028
(212) 794-2300,Kapoor Galleries Inc,http://www.kapoorgalleries.com/,40 E 78th St,,New York,10021
(212) 366-5757,Kashya Hildebrand,http://www.kashyahildebrand.org/,531 W 25th St,,New York,10001
,Katherine Blackburne Studios,http://katherineblackburne.com/,9 Desbrosses Street,,New York,10013
(212) 366-5368,Kathryn Markel Fine Arts Inc,http://www.markelfinearts.com/,529 W 20th St,,New York,10011
(212) 505-8815,Katz Steven,http://www.ziphip.com/katz+steven.9.51373377p.home.html,32 Union Sq,,New York,10001
(212) 696-5728,Keats R Stuart,http://www.yelp.com/biz/keats-r-stuart-fine-arts-new-york,120 E 36th St,,New York,10016
(212) 216-0614,Keith Copley Gallery,http://m.nyc.com/arts__attractions/keith_copley_gallery.1657/map_location.aspx,545 W 34th St,,New York,10001
(212) 327-1482,Keith de Lellis Gallery,http://www.keithdelellisgallery.com/,1045 MADISON AVENUE,#3,New York,10075
(212) 226-1660,Kelly June Gallery,http://www.junekellygallery.com/,591 Broadway,,New York,10012
(212) 929-9017,Kem Art Studio,http://www.nyc.com/arts__attractions/kem_art_studio.574/editorial_review.aspx,80 5TH AVE RM 1506,,New York,10011
(212) 206-6872,Kempner Jim Fine Art,http://www.artnet.com/jkfa.html,501 W 23rd St,,New York,10011
(212) 674-3939,Kenkeleba Gallery,http://www.merchantcircle.com/business/Kenkeleba.Gallery.212-674-3939,214 E 2nd St,,New York,10009
(212) 627-3680,Kent Gallery,http://www.kentgallery.com/,541 West 25th Street,Second Floor,New York,10001
(718) 875-2098,Kentler International Drawing Space,http://www.kentlergallery.org/,353 Van Brunt Street,,Brooklyn,11231
(212) 879-2545,Keogh & Riehlman Fine Art,http://www.nycpaintings.com/about/about.shtm,24 E 73rd St,,New York,10021
(212) 366-9742,Keya Gallery,http://www.keyagallery.com/,14 Wall Street,,New York,10005
(212) 229-0044,Kim Foster Gallery,http://www.kimfostergallery.com/,529 W 20th St,,New York,10011
(212) 925-1200,Kind Phylis Gallery,http://www.artslant.com/ny/venues/show/713-phyllis-kind-gallery,236 West 26th Street,,New York,10001
(212) 727-9700,King David Art Gallery,http://www.kingdavidgallery.com/,128 West 23rd Street,,New York,10011
(212) 929-0500,"Kinz, Tillou + Feigen",http://www.yelp.com/biz/kinz-tillou-feigen-gallery-new-york,529 West 20th Street,11th Fl.,New York,10011
(212) 243-3335,Klagsbrun Nicole Gallery,http://nicoleklagsbrun.com/,526 W 26th St,,New York,10001
(212) 741-4764,Klotz Sirmon Gallery,http://www.photocollect.com/,511 W 25th St,,New York,10001
(212) 744-5577,Kokon Inc,http://www.nyc.com/arts__attractions/kokon_inc.884/whats_nearby.aspx,58 E 66th St,,New York,10021
(646) 522-9858,Kraus Carole Ltd,http://www.carolekraus.com/,330 W 38th St,,New York,10018
(212) 307-5730,Kraushaar Galleries,http://www.kraushaargalleries.com/,74 E 79th St,,New York,10075
(212) 352-2238,Kravets Wehby,http://www.kravetswehbygallery.com/,521 W 21st St,,New York,10011
(212) 352-2238,Kravets Wehby Gallery,http://www.kravetswehbygallery.com/,521 W 21st St,,New York,10011
(212) 580-6516,Krienke Kendra,http://newyork.citysearch.com/profile/7169377/new_york_ny/krienke_kendra.html,230 Central Park W,,New York,10024
(212) 838-6390,L A Cotton,http://www.nyc.com/arts__attractions/l_a_cotton.1802/editorial_review.aspx,645 Madison Ave,,New York,10001
(212) 362-1770,La Belle Epoque Vintage Posters Inc,http://www.la-belle-epoque.com/,280 Columbus Ave,,New York,10023
(212) 371-3380,Lally J J & Co,http://www.nyc.com/arts__attractions/lally_j_j__co.421/whats_nearby.aspx,41 E 57th St,,New York,10022
(212) 989-2732,Lamontage,http://www.lioramanne.com/index.php?cid=home,210 11th Ave,Fl 7,New York,10001
(212) 675-0761,Langotsky Gamba,http://www.manta.com/coms2/dnbcompany_gksp3l,537 Greenwich St,,New York,10013
(718) 960-7830,Lehman College - Art Gallery,http://www.lehman.cuny.edu/vpadvance/artgallery/gallery/,250 Bedford Park Blvd West,,Bronx,10468
(212) 965-0753,Lehmann Maupin,http://www.lehmannmaupin.com/,540 W 26th St,,New York,10001
(212) 315-0470,Lelong Galerie,http://www.galerielelong.com/,526 W 26th St,,New York,10001
(212) 337-0025,Lemmons Durham Contemporary Art,http://ny.serviceslisted.com/1654446-LemmonsDurhamContemporaryArt.htm,210 11th Ave,,New York,10001
